Ubicacion,Tipo
villalba guardo,Municipio
villalcazar sirga,Municipio
villalcon,Municipio
villalobon,Municipio
villaluenga vega,Municipio
villamartin campos,Municipio
villamediana,Municipio
villameriel,Municipio
villamoronta,Municipio
villamuera cueza,Municipio
villamuriel cerrato,Municipio
villanueva rebollar,Municipio
villanuno valdavia,Municipio
villaprovedo,Municipio
villarmentero campos,Municipio
villarrabe,Municipio
villarramiel,Municipio
villasarracino,Municipio
villasila valdavia,Municipio
villaturde,Municipio
villaumbrales,Municipio
villaviudas,Municipio
villerias campos,Municipio
villodre,Municipio
villodrigo,Municipio
villoldo,Municipio
villota paramo,Municipio
villovieco,Municipio
agaete,Municipio
aguimes,Municipio
aldea nicolas,Municipio
antigua,Municipio
arrecife,Municipio
artenara,Municipio
arucas,Municipio
betancuria,Municipio
firgas,Municipio
galdar,Municipio
haria,Municipio
ingenio,Municipio
mogan,Municipio
moya,Municipio
oliva,Municipio
pajara,Municipio
palmas canaria,Municipio
puerto rosario,Municipio
bartolome,Municipio
bartolome tirajana,Municipio
santa brigida,Municipio
santa lucia tirajana,Municipio
santa maria guia canaria,Municipio
teguise,Municipio
tejeda,Municipio
telde,Municipio
teror,Municipio
tias,Municipio
tinajo,Municipio
tuineje,Municipio
valleseco,Municipio
valsequillo canaria,Municipio
vega mateo,Municipio
yaiza,Municipio
agolada,Municipio
arbo,Municipio
baiona,Municipio
barro,Municipio
bueu,Municipio
caldas reis,Municipio
cambados,Municipio
campo lameiro,Municipio
cangas,Municipio
caniza,Municipio
catoira,Municipio
cerdedo,Municipio
cotobade,Municipio
covelo,Municipio
crecente,Municipio
cuntis,Municipio
dozon,Municipio
estrada,Municipio
forcarei,Municipio
fornelos montes,Municipio
gondomar,Municipio
grove,Municipio
guarda,Municipio
illa arousa,Municipio
lalin,Municipio
lama,Municipio
marin,Municipio
meano,Municipio
meis,Municipio
moana,Municipio
mondariz,Municipio
mondariz balneario,Municipio
morana,Municipio
,Municipio
neves,Municipio
nigran,Municipio
,Municipio
pazos borben,Municipio
poio,Municipio
ponte caldelas,Municipio
ponteareas,Municipio
pontecesures,Municipio
pontevedra,Municipio
porrino,Municipio
portas,Municipio
redondela,Municipio
ribadumia,Municipio
rodeiro,Municipio
rosal,Municipio
salceda caselas,Municipio
salvaterra mino,Municipio
sanxenxo,Municipio
silleda,Municipio
soutomaior,Municipio
tomino,Municipio
,Municipio
valga,Municipio
vigo,Municipio
vila cruces,Municipio
vilaboa,Municipio
vilagarcia arousa,Municipio
vilanova arousa,Municipio
abusejo,Municipio
agallas,Municipio
ahigal aceiteros,Municipio
ahigal villarino,Municipio
alameda gardon,Municipio
alamedilla,Municipio
alaraz,Municipio
alba tormes,Municipio
alba yeltes,Municipio
alberca,Municipio
albergueria arganan,Municipio
alconada,Municipio
aldea obispo,Municipio
aldeacipreste,Municipio
aldeadavila ribera,Municipio
aldealengua,Municipio
aldeanueva figueroa,Municipio
aldeanueva sierra,Municipio
aldearrodrigo,Municipio
aldearrubia,Municipio
aldeaseca alba,Municipio
aldeaseca frontera,Municipio
aldeatejada,Municipio
aldeavieja tormes,Municipio
aldehuela boveda,Municipio
aldehuela yeltes,Municipio
almenara tormes,Municipio
almendra,Municipio
anaya alba,Municipio
anover tormes,Municipio
arabayona mogica,Municipio
arapiles,Municipio
arcediano,Municipio
arco,Municipio
armenteros,Municipio
atalaya,Municipio
babilafuente,Municipio
banobarez,Municipio
barbadillo,Municipio
barbalos,Municipio
barceo,Municipio
barruecopardo,Municipio
bastida,Municipio
bejar,Municipio
belena,Municipio
bermellar,Municipio
berrocal huebra,Municipio
berrocal salvatierra,Municipio
boada,Municipio
bodon,Municipio
bogajo,Municipio
bouza,Municipio
boveda almar,Municipio
brincones,Municipio
buenamadre,Municipio
buenavista,Municipio
cabaco,Municipio
cabeza bejar,Municipio
cabeza caballo,Municipio
cabezabellosa calzada,Municipio
cabrerizos,Municipio
cabrillas,Municipio
calvarrasa abajo,Municipio
calvarrasa,Municipio
calzada bejar,Municipio
calzada diego,Municipio
calzada valdunciel,Municipio
campillo azaba,Municipio
campo penaranda,Municipio
candelario,Municipio
canillas abajo,Municipio
cantagallo,Municipio
cantalapiedra,Municipio
cantalpino,Municipio
cantaracillo,Municipio
carbajosa sagrada,Municipio
carpio azaba,Municipio
carrascal barregas,Municipio
carrascal obispo,Municipio
casafranca,Municipio
casas conde,Municipio
casillas flores,Municipio
castellanos moriscos,Municipio
castellanos villiquera,Municipio
castillejo martin viejo,Municipio
castraz,Municipio
cepeda,Municipio
cereceda sierra,Municipio
cerezal penahorcada,Municipio
cerralbo,Municipio
cerro,Municipio
cespedosa tormes,Municipio
chagarcia medianero,Municipio
cilleros bastida,Municipio
ciperez,Municipio
ciudad rodrigo,Municipio
coca alba,Municipio
colmenar montemayor,Municipio
cordovilla,Municipio
cristobal,Municipio
cubo sancho,Municipio
dios guarde,Municipio
doninos ledesma,Municipio
doninos salamanca,Municipio
ejeme,Municipio
encina,Municipio
encina silvestre,Municipio
encinas abajo,Municipio
encinas,Municipio
encinasola comendadores,Municipio
endrinal,Municipio
escurial sierra,Municipio
espadana,Municipio
espeja,Municipio
espino orbada,Municipio
florida liebana,Municipio
forfoleda,Municipio
frades sierra,Municipio
fregeneda,Municipio
fresnedoso,Municipio
fresno alhandiga,Municipio
fuente esteban,Municipio
fuenteguinaldo,Municipio
fuenteliante,Municipio
fuenterroble salvatierra,Municipio
fuentes bejar,Municipio
fuentes onoro,Municipio
gajates,Municipio
galindo perahuy,Municipio
galinduste,Municipio
galisancho,Municipio
gallegos arganan,Municipio
gallegos solmiron,Municipio
garcibuey,Municipio
garcihernandez,Municipio
garcirrey,Municipio
gejuelo barro,Municipio
golpejas,Municipio
gomecello,Municipio
guadramiro,Municipio
guijo avila,Municipio
guijuelo,Municipio
herguijuela ciudad rodrigo,Municipio
herguijuela sierra,Municipio
herguijuela campo,Municipio
hinojosa duero,Municipio
horcajo montemayor,Municipio
horcajo medianero,Municipio
hoya,Municipio
huerta,Municipio
iruelos,Municipio
ituero azaba,Municipio
juzbado,Municipio
lagunilla,Municipio
larrodrigo,Municipio
ledesma,Municipio
ledrada,Municipio
linares riofrio,Municipio
lumbrales,Municipio
machacon,Municipio
macotera,Municipio
madronal,Municipio
maillo,Municipio
malpartida,Municipio
mancera abajo,Municipio
manzano,Municipio
martiago,Municipio
martin yeltes,Municipio
martinamor,Municipio
masueco,Municipio
mata ledesma,Municipio
matilla canos,Municipio
maya,Municipio
membribe sierra,Municipio
mieza,Municipio
milano,Municipio
miranda azan,Municipio
miranda castanar,Municipio
mogarraz,Municipio
molinillo,Municipio
monforte sierra,Municipio
monleon,Municipio
monleras,Municipio
monsagro,Municipio
montejo,Municipio
montemayor,Municipio
monterrubio armuna,Municipio
monterrubio sierra,Municipio
morasverdes,Municipio
morille,Municipio
morinigo,Municipio
moriscos,Municipio
moronta,Municipio
mozarbez,Municipio
narros matalayegua,Municipio
nava bejar,Municipio
nava francia,Municipio
nava sotrobal,Municipio
navacarros,Municipio
navales,Municipio
navalmoral bejar,Municipio
navamorales,Municipio
navarredonda rinconada,Municipio
navasfrias,Municipio
negrilla palencia,Municipio
olmedo camaces,Municipio
orbada,Municipio
pajares laguna,Municipio
palacios arzobispo,Municipio
palaciosrubios,Municipio
palencia negrilla,Municipio
parada,Municipio
parada rubiales,Municipio
paradinas juan,Municipio
pastores,Municipio
payo,Municipio
pedraza alba,Municipio
pedrosillo alba,Municipio
pedrosillo aires,Municipio
pedrosillo ralo,Municipio
pedroso armuna,Municipio
pelabravo,Municipio
pelarrodriguez,Municipio
pelayos,Municipio
pena,Municipio
penacaballera,Municipio
penaparda,Municipio
penaranda bracamonte,Municipio
penarandilla,Municipio
peralejos abajo,Municipio
peralejos,Municipio
perena ribera,Municipio
peromingo,Municipio
pinedas,Municipio
pino tormes,Municipio
pitiegua,Municipio
pizarral,Municipio
poveda cintas,Municipio
pozos hinojo,Municipio
puebla azaba,Municipio
puebla medel,Municipio
puebla yeltes,Municipio
puente congosto,Municipio
puertas,Municipio
puerto bejar,Municipio
puerto seguro,Municipio
ragama,Municipio
redonda,Municipio
retortillo,Municipio
rinconada sierra,Municipio
robleda,Municipio
robliza cojos,Municipio
rollan,Municipio
saelices chico,Municipio
sagrada,Municipio
sahugo,Municipio
salamanca,Municipio
saldeana,Municipio
salmoral,Municipio
salvatierra tormes,Municipio
cristobal cuesta,Municipio
esteban sierra,Municipio
felices gallegos,Municipio
martin castanar,Municipio
miguel valero,Municipio
miguel robledo,Municipio
morales,Municipio
munoz,Municipio
pedro rozados,Municipio
pedro valle,Municipio
pelayo guarena,Municipio
sanchon ribera,Municipio
sanchon sagrada,Municipio
sanchotello,Municipio
sancti spiritus,Municipio
sando,Municipio
santa maria sando,Municipio
santa marta tormes,Municipio
santiago puebla,Municipio
santibanez bejar,Municipio
santibanez sierra,Municipio
santiz,Municipio
santos,Municipio
sardon frailes,Municipio
saucelle,Municipio
sepulcro hilario,Municipio
sequeros,Municipio
serradilla arroyo,Municipio
serradilla llano,Municipio
sierpe,Municipio
sieteiglesias tormes,Municipio
sobradillo,Municipio
sorihuela,Municipio
sotoserrano,Municipio
tabera abajo,Municipio
tala,Municipio
tamames,Municipio
tarazona guarena,Municipio
tardaguila,Municipio
tejado,Municipio
tejeda segoyuela,Municipio
tenebron,Municipio
terradillos,Municipio
topas,Municipio
tordillos,Municipio
tornadizo,Municipio
torresmenudas,Municipio
trabanca,Municipio
tremedal tormes,Municipio
valdecarros,Municipio
valdefuentes sangusin,Municipio
valdehijaderos,Municipio
valdelacasa,Municipio
valdelageve,Municipio
valdelosa,Municipio
valdemierque,Municipio
valderrodrigo,Municipio
valdunciel,Municipio
valero,Municipio
vallejera riofrio,Municipio
valsalabroso,Municipio
valverde valdelacasa,Municipio
valverdon,Municipio
vecinos,Municipio
vega tirados,Municipio
veguillas,Municipio
velles,Municipio
ventosa almar,Municipio
vidola,Municipio
villaflores,Municipio
villagonzalo tormes,Municipio
villalba llanos,Municipio
villamayor,Municipio
villanueva conde,Municipio
villar arganan,Municipio
villar ciervo,Municipio
villar gallimazo,Municipio
villar yegua,Municipio
villar peralonso,Municipio
villar samaniego,Municipio
villares reina,Municipio
villares yeltes,Municipio
villarino aires,Municipio
villarmayor,Municipio
villarmuerto,Municipio
villasbuenas,Municipio
villasdardo,Municipio
villaseco gamitos,Municipio
villaseco reyes,Municipio
villasrubias,Municipio
villaverde guarena,Municipio
villavieja yeltes,Municipio
villoria,Municipio
villoruela,Municipio
vilvestre,Municipio
vitigudino,Municipio
yecla yeltes,Municipio
zamarra,Municipio
zamayon,Municipio
zarapicos,Municipio
zarza pumareda,Municipio
zorita frontera,Municipio
adeje,Municipio
agulo,Municipio
alajero,Municipio
arafo,Municipio
arico,Municipio
arona,Municipio
barlovento,Municipio
brena alta,Municipio
brena baja,Municipio
buenavista norte,Municipio
candelaria,Municipio
fasnia,Municipio
frontera,Municipio
fuencaliente palma,Municipio
garachico,Municipio
garafia,Municipio
granadilla abona,Municipio
guancha,Municipio
guia isora,Municipio
guimar,Municipio
hermigua,Municipio
icod vinos,Municipio
llanos aridane,Municipio
matanza acentejo,Municipio
orotava,Municipio
paso,Municipio
puerto cruz,Municipio
puntagorda,Municipio
puntallana,Municipio
realejos,Municipio
rosario,Municipio
andres sauces,Municipio
cristobal laguna,Municipio
juan rambla,Municipio
miguel abona,Municipio
sebastian gomera,Municipio
santa cruz palma,Municipio
santa cruz tenerife,Municipio
santa ursula,Municipio
santiago teide,Municipio
sauzal,Municipio
silos,Municipio
tacoronte,Municipio
tanque,Municipio
tazacorte,Municipio
tegueste,Municipio
tijarafe,Municipio
valle,Municipio
vallehermoso,Municipio
valverde,Municipio
victoria acentejo,Municipio
vilaflor,Municipio
villa mazo,Municipio
alfoz lloredo,Municipio
ampuero,Municipio
anievas,Municipio
arenas iguna,Municipio
argonos,Municipio
arnuero,Municipio
arredondo,Municipio
astillero,Municipio
barcena cicero,Municipio
barcena concha,Municipio
bareyo,Municipio
cabezon,Municipio
cabezon liebana,Municipio
cabuerniga,Municipio
camaleno,Municipio
camargo,Municipio
campoo enmedio,Municipio
campoo yuso,Municipio
cartes,Municipio
castaneda,Municipio
castro urdiales,Municipio
cieza,Municipio
cillorigo liebana,Municipio
colindres,Municipio
comillas,Municipio
corrales buelna,Municipio
corvera toranzo,Municipio
entrambasaguas,Municipio
escalante,Municipio
guriezo,Municipio
hazas cesto,Municipio
hermandad campoo suso,Municipio
herrerias,Municipio
lamason,Municipio
laredo,Municipio
liendo,Municipio
lierganes,Municipio
limpias,Municipio
luena,Municipio
marina cudeyo,Municipio
mazcuerras,Municipio
cudeyo,Municipio
meruelo,Municipio
miengo,Municipio
miera,Municipio
molledo,Municipio
noja,Municipio
penagos,Municipio
penarrubia,Municipio
pesaguero,Municipio
pesquera,Municipio
pielagos,Municipio
polaciones,Municipio
polanco,Municipio
potes,Municipio
puente viesgo,Municipio
ramales victoria,Municipio
rasines,Municipio
reinosa,Municipio
reocin,Municipio
ribamontan,Municipio
ribamontan monte,Municipio
rionansa,Municipio
riotuerto,Municipio
rozas valdearroyo,Municipio
ruente,Municipio
ruesga,Municipio
ruiloba,Municipio
felices buelna,Municipio
miguel aguayo,Municipio
pedro romeral,Municipio
roque riomiera,Municipio
vicente barquera,Municipio
santa cruz bezana,Municipio
santa maria cayon,Municipio
santander,Municipio
santillana,Municipio
santiurde reinosa,Municipio
santiurde toranzo,Municipio
santona,Municipio
saro,Municipio
selaya,Municipio
soba,Municipio
solorzano,Municipio
suances,Municipio
tojos,Municipio
torrelavega,Municipio
tresviso,Municipio
tudanca,Municipio
udias,Municipio
vicente,Municipio
valdaliga,Municipio
valdeolea,Municipio
valdeprado,Municipio
valderredible,Municipio
valle villaverde,Municipio
vega liebana,Municipio
vega,Municipio
villacarriedo,Municipio
villaescusa,Municipio
villafufre,Municipio
voto,Municipio
abades,Municipio
adrada piron,Municipio
adrados,Municipio
aguilafuente,Municipio
alconada maderuelo,Municipio
aldea real,Municipio
aldealcorvo,Municipio
aldealengua pedraza,Municipio
aldealengua santa maria,Municipio
aldeanueva serrezuela,Municipio
aldeanueva codonal,Municipio
aldeasona,Municipio
aldehorno,Municipio
aldehuela codonal,Municipio
aldeonte,Municipio
anaya,Municipio
,Municipio
arahuetes,Municipio
arcones,Municipio
arevalillo cega,Municipio
armuna,Municipio
ayllon,Municipio
barbolla,Municipio
basardilla,Municipio
bercial,Municipio
bercimuel,Municipio
bernardos,Municipio
bernuy porreros,Municipio
boceguillas,Municipio
brieva,Municipio
caballar,Municipio
cabanas polendos,Municipio
cabezuela,Municipio
calabazas fuentiduena,Municipio
campo pedro,Municipio
cantalejo,Municipio
cantimpalos,Municipio
carbonero,Municipio
carrascal,Municipio
casla,Municipio
castillejo mesleon,Municipio
castro fuentiduena,Municipio
castrojimeno,Municipio
castroserna abajo,Municipio
castroserracin,Municipio
cedillo torre,Municipio
cerezo abajo,Municipio
cerezo,Municipio
chane,Municipio
cilleruelo mames,Municipio
cobos fuentiduena,Municipio
coca,Municipio
codorniz,Municipio
collado hermoso,Municipio
condado castilnovo,Municipio
corral ayllon,Municipio
cozuelos fuentiduena,Municipio
cubillo,Municipio
cuellar,Municipio
cuevas provanco,Municipio
domingo garcia,Municipio
donhierro,Municipio
duruelo,Municipio
encinas,Municipio
encinillas,Municipio
escalona prado,Municipio
escarabajosa cabezas,Municipio
escobar polendos,Municipio
espinar,Municipio
espirdo,Municipio
fresneda cuellar,Municipio
fresno cantespino,Municipio
fresno fuente,Municipio
frumales,Municipio
fuente santa cruz,Municipio
fuente olmo fuentiduena,Municipio
fuente olmo iscar,Municipio
fuentepelayo,Municipio
fuentepinel,Municipio
fuenterrebollo,Municipio
fuentesauco fuentiduena,Municipio
fuentesoto,Municipio
fuentiduena,Municipio
gallegos,Municipio
garcillan,Municipio
gomezserracin,Municipio
grajera,Municipio
honrubia cuesta,Municipio
hontalbilla,Municipio
hontanares eresma,Municipio
huertos,Municipio
ituero lama,Municipio
juarros riomoros,Municipio
juarros voltoya,Municipio
labajos,Municipio
laguna contreras,Municipio
languilla,Municipio
lastras cuellar,Municipio
lastras pozo,Municipio
lastrilla,Municipio
losa,Municipio
maderuelo,Municipio
marazoleja,Municipio
marazuela,Municipio
martin miguel,Municipio
martin munoz dehesa,Municipio
martin munoz posadas,Municipio
marugan,Municipio
mata cuellar,Municipio
matabuena,Municipio
matilla,Municipio
melque cercos,Municipio
membibre,Municipio
miguelanez,Municipio
montejo arevalo,Municipio
montejo vega serrezuela,Municipio
monterrubio,Municipio
moral hornuez,Municipio
mozoncillo,Municipio
munopedro,Municipio
munoveros,Municipio
nava asuncion,Municipio
navafria,Municipio
navalilla,Municipio
navalmanzano,Municipio
navares ayuso,Municipio
navares enmedio,Municipio
navares cuevas,Municipio
navas,Municipio
navas riofrio,Municipio
navas antonio,Municipio
nieva,Municipio
olombrada,Municipio
orejana,Municipio
ortigosa pestano,Municipio
ortigosa monte,Municipio
otero herreros,Municipio
pajarejos,Municipio
palazuelos eresma,Municipio
pedraza,Municipio
pelayos arroyo,Municipio
perosillo,Municipio
pinarejos,Municipio
pinarnegrillo,Municipio
pradales,Municipio
pradena,Municipio
puebla pedraza,Municipio
rapariegos,Municipio
rebollo,Municipio
remondo,Municipio
riaguas bartolome,Municipio
riaza,Municipio
ribota,Municipio
riofrio riaza,Municipio
roda eresma,Municipio
sacramenia,Municipio
samboal,Municipio
cristobal cuellar,Municipio
cristobal vega,Municipio
cristobal segovia,Municipio
ildefonso,Municipio
martin mudrian,Municipio
miguel bernuy,Municipio
pedro gaillos,Municipio
sanchonuno,Municipio
sangarcia,Municipio
santa maria real nieva,Municipio
santa marta cerro,Municipio
santiuste pedraza,Municipio
santiuste juan bautista,Municipio
santo domingo piron,Municipio
santo tome puerto,Municipio
sauquillo cabezas,Municipio
sebulcor,Municipio
segovia,Municipio
sepulveda,Municipio
sequera fresno,Municipio
sotillo,Municipio
sotosalbos,Municipio
tabanera luenga,Municipio
tolocirio,Municipio
torre pedro,Municipio
torreadrada,Municipio
torrecaballeros,Municipio
torrecilla pinar,Municipio
torreiglesias,Municipio
trescasas,Municipio
turegano,Municipio
uruenas,Municipio
valdeprados,Municipio
valdevacas montejo,Municipio
valdevacas guijar,Municipio
valle tabladillo,Municipio
vallelado,Municipio
valleruela pedraza,Municipio
valleruela sepulveda,Municipio
valseca,Municipio
valtiendas,Municipio
valverde majano,Municipio
veganzones,Municipio
vegas matute,Municipio
ventosilla tejadilla,Municipio
villacastin,Municipio
villaverde iscar,Municipio
villaverde montejo,Municipio
villeguillo,Municipio
yanguas eresma,Municipio
zarzuela monte,Municipio
zarzuela pinar,Municipio
aguadulce,Municipio
alanis,Municipio
albaida aljarafe,Municipio
alcala guadaira,Municipio
alcala,Municipio
alcolea,Municipio
algaba,Municipio
algamitas,Municipio
almaden plata,Municipio
almensilla,Municipio
arahal,Municipio
aznalcazar,Municipio
aznalcollar,Municipio
badolatosa,Municipio
benacazon,Municipio
bollullos mitacion,Municipio
bormujos,Municipio
brenes,Municipio
burguillos,Municipio
cabezas juan,Municipio
camas,Municipio
campana,Municipio
cantillana,Municipio
canada rosal,Municipio
carmona,Municipio
carrion cespedes,Municipio
casariche,Municipio
castilblanco arroyos,Municipio
castilleja guzman,Municipio
castilleja cuesta,Municipio
castilleja campo,Municipio
castillo guardas,Municipio
cazalla sierra,Municipio
constantina,Municipio
coria,Municipio
coripe,Municipio
coronil,Municipio
corrales,Municipio
cuervo sevilla,Municipio
hermanas,Municipio
ecija,Municipio
espartinas,Municipio
estepa,Municipio
fuentes andalucia,Municipio
garrobo,Municipio
gelves,Municipio
gerena,Municipio
gilena,Municipio
gines,Municipio
guadalcanal,Municipio
guillena,Municipio
herrera,Municipio
huevar aljarafe,Municipio
isla,Municipio
lantejuela,Municipio
lebrija,Municipio
lora estepa,Municipio
lora,Municipio
luisiana,Municipio
madrono,Municipio
mairena alcor,Municipio
mairena aljarafe,Municipio
marchena,Municipio
marinaleda,Municipio
martin jara,Municipio
molares,Municipio
montellano,Municipio
moron frontera,Municipio
navas concepcion,Municipio
olivares,Municipio
osuna,Municipio
palacios villafranca,Municipio
palomares,Municipio
paradas,Municipio
pedrera,Municipio
pedroso,Municipio
penaflor,Municipio
pilas,Municipio
pruna,Municipio
puebla cazalla,Municipio
puebla infantes,Municipio
puebla,Municipio
real jara,Municipio
rinconada,Municipio
roda andalucia,Municipio
ronquillo,Municipio
rubio,Municipio
salteras,Municipio
juan aznalfarache,Municipio
nicolas puerto,Municipio
sanlucar,Municipio
santiponce,Municipio
saucejo,Municipio
sevilla,Municipio
tocina,Municipio
tomares,Municipio
umbrete,Municipio
utrera,Municipio
valencina concepcion,Municipio
villamanrique condesa,Municipio
villanueva juan,Municipio
villanueva ariscal,Municipio
villanueva minas,Municipio
villaverde,Municipio
viso alcor,Municipio
abejar,Municipio
adradas,Municipio
agreda,Municipio
alconaba,Municipio
alcubilla avellaneda,Municipio
alcubilla penas,Municipio
aldealafuente,Municipio
aldealices,Municipio
aldealpozo,Municipio
aldealsenor,Municipio
aldehuela perianez,Municipio
aldehuelas,Municipio
alentisque,Municipio
aliud,Municipio
almajano,Municipio
almaluez,Municipio
almarza,Municipio
almazan,Municipio
almazul,Municipio
almenar soria,Municipio
alpanseque,Municipio
arancon,Municipio
arcos jalon,Municipio
arenillas,Municipio
arevalo sierra,Municipio
ausejo sierra,Municipio
baraona,Municipio
barca,Municipio
barcones,Municipio
bayubas abajo,Municipio
bayubas,Municipio
beraton,Municipio
berlanga duero,Municipio
blacos,Municipio
bliecos,Municipio
borjabad,Municipio
borobia,Municipio
buberos,Municipio
buitrago,Municipio
burgo osma ciudad osma,Municipio
cabrejas campo,Municipio
cabrejas pinar,Municipio
calatanazor,Municipio
caltojar,Municipio
candilichera,Municipio
canamaque,Municipio
carabantes,Municipio
caracena,Municipio
carrascosa abajo,Municipio
carrascosa sierra,Municipio
casarejos,Municipio
castilfrio sierra,Municipio
castillejo robledo,Municipio
castilruiz,Municipio
centenera andaluz,Municipio
cerbon,Municipio
cidones,Municipio
cigudosa,Municipio
cihuela,Municipio
ciria,Municipio
cirujales,Municipio
coscurita,Municipio
covaleda,Municipio
cubilla,Municipio
cubo solana,Municipio
cueva agreda,Municipio
devanos,Municipio
deza,Municipio
duruelo sierra,Municipio
escobosa almazan,Municipio
espeja marcelino,Municipio
espejon,Municipio
estepa juan,Municipio
frechilla almazan,Municipio
fresno caracena,Municipio
fuentearmegil,Municipio
fuentecambron,Municipio
fuentecantos,Municipio
fuentelmonge,Municipio
fuentelsaz soria,Municipio
fuentepinilla,Municipio
fuentes magana,Municipio
fuentestrun,Municipio
garray,Municipio
golmayo,Municipio
gomara,Municipio
gormaz,Municipio
herrera soria,Municipio
hinojosa campo,Municipio
langa duero,Municipio
liceras,Municipio
losilla,Municipio
magana,Municipio
majan,Municipio
matalebreras,Municipio
matamala almazan,Municipio
medinaceli,Municipio
mino medinaceli,Municipio
mino esteban,Municipio
molinos duero,Municipio
momblona,Municipio
monteagudo vicarias,Municipio
montejo tiermes,Municipio
montenegro cameros,Municipio
moron almazan,Municipio
muriel fuente,Municipio
muriel viejo,Municipio
nafria ucero,Municipio
narros,Municipio
navaleno,Municipio
nepas,Municipio
nolay,Municipio
noviercas,Municipio
olvega,Municipio
oncala,Municipio
pinilla campo,Municipio
portillo soria,Municipio
poveda soria,Municipio
pozalmuro,Municipio
quintana redonda,Municipio
quintanas gormaz,Municipio
quinoneria,Municipio
rabanos,Municipio
rebollar,Municipio
recuerda,Municipio
rello,Municipio
renieblas,Municipio
retortillo soria,Municipio
reznos,Municipio
riba escalote,Municipio
rioseco soria,Municipio
rollamienta,Municipio
royo,Municipio
salduero,Municipio
esteban gormaz,Municipio
felices,Municipio
leonardo yague,Municipio
pedro manrique,Municipio
santa cruz yanguas,Municipio
santa maria huerta,Municipio
santa maria hoyas,Municipio
seron nagima,Municipio
soliedra,Municipio
soria,Municipio
sotillo rincon,Municipio
suellacabras,Municipio
tajahuerce,Municipio
tajueco,Municipio
talveila,Municipio
tardelcuende,Municipio
taroda,Municipio
tejado,Municipio
torlengua,Municipio
torreblacos,Municipio
torrubia soria,Municipio
trevago,Municipio
ucero,Municipio
vadillo,Municipio
valdeavellano tera,Municipio
valdegena,Municipio
valdelagua cerro,Municipio
valdemaluque,Municipio
valdenebro,Municipio
valdeprado,Municipio
valderrodilla,Municipio
valtajeros,Municipio
velamazan,Municipio
velilla sierra,Municipio
velilla ajos,Municipio
viana duero,Municipio
villaciervos,Municipio
villanueva gormaz,Municipio
villar,Municipio
villar campo,Municipio
villar,Municipio
villares soria,Municipio
villasayas,Municipio
villaseca arciel,Municipio
vinuesa,Municipio
vizmanos,Municipio
vozmediano,Municipio
yanguas,Municipio
yelo,Municipio
aiguamurcia,Municipio
albinyana,Municipio
albiol,Municipio
alcanar,Municipio
alcover,Municipio
aldea,Municipio
aldover,Municipio
aleixar,Municipio
alfara carles,Municipio
alforja,Municipio
alio,Municipio
almoster,Municipio
altafulla,Municipio
ametlla,Municipio
ampolla,Municipio
amposta,Municipio
arboc,Municipio
arboli,Municipio
argentera,Municipio
arnes,Municipio
asco,Municipio
banyeres penedes,Municipio
barbera conca,Municipio
batea,Municipio
bellmunt priorat,Municipio
bellvei,Municipio
benifallet,Municipio
benissanet,Municipio
bisbal falset,Municipio
bisbal penedes,Municipio
blancafort,Municipio
bonastre,Municipio
borges camp,Municipio
,Municipio
botarell,Municipio
brafim,Municipio
cabaces,Municipio
cabra camp,Municipio
calafell,Municipio
camarles,Municipio
cambrils,Municipio
capafonts,Municipio
capcanes,Municipio
caseres,Municipio
castellvell camp,Municipio
catllar,Municipio
colldejou,Municipio
conesa,Municipio
constanti,Municipio
corbera,Municipio
cornudella montsant,Municipio
creixell,Municipio
cunit,Municipio
deltebre,Municipio
duesaigues,Municipio
espluga francoli,Municipio
falset,Municipio
fatarella,Municipio
febro,Municipio
figuera,Municipio
figuerola camp,Municipio
flix,Municipio
fores,Municipio
freginals,Municipio
galera,Municipio
gandesa,Municipio
garcia,Municipio
garidells,Municipio
ginestar,Municipio
godall,Municipio
gratallops,Municipio
guiamets,Municipio
horta sant joan,Municipio
lloar,Municipio
llorac,Municipio
llorenc penedes,Municipio
marca,Municipio
margalef,Municipio
barberans,Municipio
masdenverge,Municipio
masllorenc,Municipio
maso,Municipio
maspujols,Municipio
masroig,Municipio
mila,Municipio
miravet,Municipio
molar,Municipio
montblanc,Municipio
montbrio camp,Municipio
montferri,Municipio
montmell,Municipio
mont,Municipio
mont roig camp,Municipio
mora,Municipio
mora nova,Municipio
morell,Municipio
morera montsant,Municipio
gaia,Municipio
nulles,Municipio
pallaresos,Municipio
palma,Municipio
passanant belltall,Municipio
pauls,Municipio
perafort,Municipio
perello,Municipio
piles,Municipio
pinell brai,Municipio
pira,Municipio
santa maria,Municipio
pobla mafumet,Municipio
pobla massaluca,Municipio
pobla montornes,Municipio
poboleda,Municipio
pont,Municipio
pontils,Municipio
porrera,Municipio
pradell teixeta,Municipio
prades,Municipio
prat comte,Municipio
pratdip,Municipio
puigpelat,Municipio
querol,Municipio
rasquera,Municipio
renau,Municipio
reus,Municipio
riba,Municipio
riba roja,Municipio
riera gaia,Municipio
riudecanyes,Municipio
riudecols,Municipio
riudoms,Municipio
rocafort queralt,Municipio
roda bara,Municipio
rodonya,Municipio
roquetes,Municipio
rourell,Municipio
salomo,Municipio
salou,Municipio
sant carles rapita,Municipio
sant jaume dels domenys,Municipio
sant jaume,Municipio
santa barbara,Municipio
santa coloma queralt,Municipio
santa oliva,Municipio
sarral,Municipio
